Name,Opponent,Win,Weight_Class,Title_Bout,Method,Round,Time,Time_format,Referee,Date,Location,Fighter_A_Totals_Fighter,Fighter_A_Totals_KD,Fighter_A_Totals_Sig_str,Fighter_A_Totals_Sig_str_Pct,Fighter_A_Totals_Total_str,Fighter_A_Totals_Td_Pct,Fighter_A_Totals_Sub_att,Fighter_A_Totals_Rev,Fighter_A_Totals_Ctrl,Fighter_A_Significant_Strikes_Fighter,Fighter_A_Significant_Strikes_Sig_str,Fighter_A_Significant_Strikes_Sig_str_Pct,Fighter_A_Significant_Strikes_Head,Fighter_A_Significant_Strikes_Body,Fighter_A_Significant_Strikes_Leg,Fighter_A_Significant_Strikes_Distance,Fighter_A_Significant_Strikes_Clinch,Fighter_A_Significant_Strikes_Ground,Fighter_B_Totals_Fighter,Fighter_B_Totals_KD,Fighter_B_Totals_Sig_str,Fighter_B_Totals_Sig_str_Pct,Fighter_B_Totals_Total_str,Fighter_B_Totals_Td_Pct,Fighter_B_Totals_Sub_att,Fighter_B_Totals_Rev,Fighter_B_Totals_Ctrl,Fighter_B_Significant_Strikes_Fighter,Fighter_B_Significant_Strikes_Sig_str,Fighter_B_Significant_Strikes_Sig_str_Pct,Fighter_B_Significant_Strikes_Head,Fighter_B_Significant_Strikes_Body,Fighter_B_Significant_Strikes_Leg,Fighter_B_Significant_Strikes_Distance,Fighter_B_Significant_Strikes_Clinch,Fighter_B_Significant_Strikes_Ground
Marlon Vera,Sean O'Malley,0,Bantamweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Marlon Vera,0.0,9 of 21,42%,9 of 21,---,0.0,0.0,0:00,Marlon Vera,9 of 21,42%,1 of 7,1 of 5,7 of 9,9 of 21,0 of 0,0 of 0
Dustin Poirier,Benoit Saint Denis,1,Lightweight,0,KO/TKO,2,2:32,5_Rnd_(5-5-5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",Dustin Poirier,0.0,12 of 13,92%,14 of 16,0%,3.0,0.0,0:23,Dustin Poirier,12 of 13,92%,11 of 12,0 of 0,1 of 1,9 of 10,3 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Benoit Saint Denis,Dustin Poirier,0,Lightweight,0,KO/TKO,2,2:32,5_Rnd_(5-5-5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Benoit Saint Denis,0.0,38 of 49,77%,53 of 68,50%,1.0,0.0,3:20,Benoit Saint Denis,38 of 49,77%,21 of 31,10 of 10,7 of 8,13 of 22,23 of 25,2 of 2
Kevin Holland,Michael Page,0,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",Kevin Holland,0.0,11 of 26,42%,30 of 47,---,0.0,0.0,0:54,Kevin Holland,11 of 26,42%,4 of 19,1 of 1,6 of 6,9 of 24,2 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Michael Page,Kevin Holland,1,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Michael Page,0.0,17 of 27,62%,25 of 35,---,0.0,0.0,0:49,Michael Page,17 of 27,62%,12 of 21,3 of 4,2 of 2,16 of 25,1 of 2,0 of 0
Gilbert Burns,Jack Della Maddalena,0,Welterweight,0,KO/TKO,3,3:43,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",Gilbert Burns,0.0,18 of 35,51%,20 of 37,100%,0.0,0.0,1:15,Gilbert Burns,18 of 35,51%,9 of 23,7 of 9,2 of 3,14 of 29,3 of 5,1 of 1,,,,,,,,,,,,,,,,,,
Jack Della Maddalena,Gilbert Burns,1,Welterweight,0,KO/TKO,3,3:43,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Jack Della Maddalena,0.0,18 of 38,47%,23 of 46,0%,0.0,0.0,0:00,Jack Della Maddalena,18 of 38,47%,13 of 33,3 of 3,2 of 2,15 of 34,3 of 4,0 of 0
Petr Yan,Song Yadong,1,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",Petr Yan,0.0,22 of 35,62%,23 of 36,0%,0.0,0.0,0:00,Petr Yan,22 of 35,62%,9 of 19,6 of 8,7 of 8,22 of 35,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Song Yadong,Petr Yan,0,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Song Yadong,0.0,20 of 37,54%,22 of 40,50%,0.0,0.0,0:49,Song Yadong,20 of 37,54%,15 of 30,1 of 2,4 of 5,17 of 33,1 of 2,2 of 2
Curtis Blaydes,Jailton Almeida,1,Heavyweight,0,KO/TKO,2,0:36,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",Curtis Blaydes,0.0,0 of 2,0%,3 of 5,---,0.0,0.0,0:02,Curtis Blaydes,0 of 2,0%,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Jailton Almeida,Curtis Blaydes,0,Heavyweight,0,KO/TKO,2,0:36,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Jailton Almeida,0.0,0 of 0,---,8 of 8,75%,0.0,0.0,4:39,Jailton Almeida,0 of 0,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
Katlyn Cerminara,Maycee Barber,0,Women's Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Andrew_Glenn,"Date:March 09, 2024","Location:Miami, Florida, USA",Katlyn Cerminara,0.0,22 of 32,68%,29 of 40,0%,0.0,0.0,1:50,Katlyn Cerminara,22 of 32,68%,9 of 18,13 of 14,0 of 0,6 of 15,16 of 17,0 of 0,,,,,,,,,,,,,,,,,,
Maycee Barber,Katlyn Cerminara,1,Women's Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Andrew_Glenn,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Maycee Barber,0.0,31 of 48,64%,46 of 63,---,0.0,0.0,1:39,Maycee Barber,31 of 48,64%,26 of 43,4 of 4,1 of 1,9 of 24,20 of 22,2 of 2
Mateusz Gamrot,Rafael Dos Anjos,1,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",Mateusz Gamrot,0.0,19 of 34,55%,40 of 61,50%,0.0,0.0,2:35,Mateusz Gamrot,19 of 34,55%,17 of 31,2 of 3,0 of 0,12 of 25,4 of 5,3 of 4,,,,,,,,,,,,,,,,,,
Rafael Dos Anjos,Mateusz Gamrot,0,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Rafael Dos Anjos,1.0,11 of 19,57%,14 of 23,---,0.0,0.0,0:05,Rafael Dos Anjos,11 of 19,57%,9 of 14,1 of 4,1 of 1,8 of 16,2 of 2,1 of 1
Pedro Munhoz,Kyler Phillips,0,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",Pedro Munhoz,0.0,19 of 54,35%,19 of 54,25%,0.0,0.0,0:24,Pedro Munhoz,19 of 54,35%,11 of 44,5 of 5,3 of 5,17 of 50,1 of 3,1 of 1,,,,,,,,,,,,,,,,,,
Kyler Phillips,Pedro Munhoz,1,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Kyler Phillips,0.0,55 of 120,45%,56 of 121,---,0.0,0.0,0:02,Kyler Phillips,55 of 120,45%,41 of 104,6 of 8,8 of 8,52 of 114,2 of 5,1 of 1
Ion Cutelaba,Philipe Lins,0,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",Ion Cutelaba,0.0,23 of 42,54%,24 of 43,---,0.0,0.0,0:01,Ion Cutelaba,23 of 42,54%,14 of 32,5 of 5,4 of 5,22 of 39,1 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Philipe Lins,Ion Cutelaba,1,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Philipe Lins,0.0,33 of 50,66%,34 of 51,0%,0.0,0.0,0:22,Philipe Lins,33 of 50,66%,16 of 31,3 of 4,14 of 15,32 of 47,1 of 3,0 of 0
Michel Pereira,Michal Oleksiejczuk,1,Middleweight,0,Submission,1,1:01,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",Michel Pereira,0.0,11 of 15,73%,11 of 15,---,1.0,0.0,0:18,Michel Pereira,11 of 15,73%,5 of 9,6 of 6,0 of 0,9 of 13,2 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Michal Oleksiejczuk,Michel Pereira,0,Middleweight,0,Submission,1,1:01,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Michal Oleksiejczuk,0.0,1 of 4,25%,1 of 4,---,0.0,0.0,0:00,Michal Oleksiejczuk,1 of 4,25%,0 of 3,1 of 1,0 of 0,1 of 4,0 of 0,0 of 0
Robelis Despaigne,Josh Parisian,1,Heavyweight,0,KO/TKO,1,0:18,3_Rnd_(5-5-5),Andrew_Glenn,"Date:March 09, 2024","Location:Miami, Florida, USA",Robelis Despaigne,1.0,7 of 9,77%,7 of 9,---,0.0,0.0,0:02,Robelis Despaigne,7 of 9,77%,7 of 9,0 of 0,0 of 0,5 of 7,0 of 0,2 of 2,,,,,,,,,,,,,,,,,,
Josh Parisian,Robelis Despaigne,0,Heavyweight,0,KO/TKO,1,0:18,3_Rnd_(5-5-5),Andrew_Glenn,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Josh Parisian,0.0,2 of 5,40%,2 of 5,---,0.0,0.0,0:00,Josh Parisian,2 of 5,40%,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0
CJ Vergara,Asu Almabayev,0,Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",CJ Vergara,0.0,7 of 14,50%,13 of 20,---,0.0,0.0,0:14,CJ Vergara,7 of 14,50%,3 of 9,3 of 3,1 of 2,4 of 11,3 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Asu Almabayev,CJ Vergara,1,Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Asu Almabayev,0.0,16 of 25,64%,23 of 34,66%,0.0,0.0,3:14,Asu Almabayev,16 of 25,64%,7 of 15,3 of 4,6 of 6,10 of 19,2 of 2,4 of 4
Joanne Wood,Maryna Moroz,1,Women's Flyweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",Joanne Wood,0.0,4 of 9,44%,21 of 27,---,0.0,0.0,0:00,Joanne Wood,4 of 9,44%,2 of 4,1 of 2,1 of 3,3 of 8,0 of 0,1 of 1,,,,,,,,,,,,,,,,,,
Maryna Moroz,Joanne Wood,0,Women's Flyweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:March 09, 2024","Location:Miami, Florida, USA",,,,,,,,,,,,,,,,,,,Maryna Moroz,0.0,5 of 7,71%,50 of 58,100%,0.0,0.0,4:35,Maryna Moroz,5 of 7,71%,4 of 6,1 of 1,0 of 0,1 of 3,0 of 0,4 of 4
Jairzinho Rozenstruik,Shamil Gaziev,1,Heavyweight,0,KO/TKO,4,5:00,5_Rnd_(5-5-5-5-5),Marc_Goddard,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Jairzinho Rozenstruik,0.0,13 of 31,41%,15 of 34,---,0.0,0.0,0:00,Jairzinho Rozenstruik,13 of 31,41%,8 of 25,2 of 3,3 of 3,12 of 30,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Shamil Gaziev,Jairzinho Rozenstruik,0,Heavyweight,0,KO/TKO,4,5:00,5_Rnd_(5-5-5-5-5),Marc_Goddard,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Shamil Gaziev,0.0,8 of 18,44%,12 of 23,33%,0.0,0.0,1:46,Shamil Gaziev,8 of 18,44%,7 of 17,1 of 1,0 of 0,7 of 15,0 of 1,1 of 2
Vitor Petrino,Tyson Pedro,1,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Vitor Petrino,0.0,10 of 28,35%,10 of 28,---,0.0,0.0,0:00,Vitor Petrino,10 of 28,35%,5 of 20,2 of 4,3 of 4,10 of 28,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Tyson Pedro,Vitor Petrino,0,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Tyson Pedro,0.0,11 of 24,45%,11 of 24,---,0.0,0.0,0:00,Tyson Pedro,11 of 24,45%,0 of 13,4 of 4,7 of 7,11 of 24,0 of 0,0 of 0
Alex Perez,Muhammad Mokaev,0,Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Alex Perez,0.0,12 of 41,29%,12 of 41,---,0.0,0.0,0:03,Alex Perez,12 of 41,29%,5 of 28,3 of 5,4 of 8,12 of 41,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Muhammad Mokaev,Alex Perez,1,Flyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Muhammad Mokaev,0.0,29 of 60,48%,32 of 69,16%,0.0,0.0,1:24,Muhammad Mokaev,29 of 60,48%,24 of 51,2 of 4,3 of 5,14 of 38,2 of 2,13 of 20
Umar Nurmagomedov,Bekzat Almakhan,1,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Marc_Goddard,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Umar Nurmagomedov,0.0,7 of 8,87%,43 of 49,100%,0.0,0.0,4:21,Umar Nurmagomedov,7 of 8,87%,6 of 7,0 of 0,1 of 1,1 of 1,0 of 0,6 of 7,,,,,,,,,,,,,,,,,,
Bekzat Almakhan,Umar Nurmagomedov,0,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Marc_Goddard,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Bekzat Almakhan,1.0,2 of 3,66%,3 of 7,---,0.0,0.0,0:09,Bekzat Almakhan,2 of 3,66%,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0
Matt Schnell,Steve Erceg,0,Flyweight,0,KO/TKO,2,0:26,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Matt Schnell,0.0,20 of 69,28%,23 of 75,---,0.0,0.0,0:00,Matt Schnell,20 of 69,28%,17 of 63,1 of 4,2 of 2,19 of 65,1 of 4,0 of 0,,,,,,,,,,,,,,,,,,
Steve Erceg,Matt Schnell,1,Flyweight,0,KO/TKO,2,0:26,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Steve Erceg,0.0,32 of 67,47%,32 of 67,0%,0.0,0.0,0:04,Steve Erceg,32 of 67,47%,23 of 56,8 of 10,1 of 1,28 of 62,4 of 5,0 of 0
Eryk Anders,Jamie Pickett,1,Middleweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Eryk Anders,0.0,7 of 19,36%,20 of 32,16%,0.0,0.0,2:42,Eryk Anders,7 of 19,36%,2 of 13,4 of 5,1 of 1,5 of 16,2 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Jamie Pickett,Eryk Anders,0,Middleweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Jamie Pickett,1.0,8 of 19,42%,9 of 21,---,0.0,0.0,0:16,Jamie Pickett,8 of 19,42%,3 of 14,4 of 4,1 of 1,5 of 15,3 of 3,0 of 1
Vinicius Oliveira,Benardo Sopaj,1,Bantamweight,0,KO/TKO,3,4:41,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Vinicius Oliveira,0.0,7 of 31,22%,9 of 34,---,0.0,0.0,0:00,Vinicius Oliveira,7 of 31,22%,1 of 12,2 of 5,4 of 14,7 of 29,0 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Benardo Sopaj,Vinicius Oliveira,0,Bantamweight,0,KO/TKO,3,4:41,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Benardo Sopaj,0.0,14 of 26,53%,33 of 48,100%,0.0,0.0,1:45,Benardo Sopaj,14 of 26,53%,12 of 22,0 of 2,2 of 2,6 of 17,0 of 0,8 of 9
Aiemann Zahabi,Javid Basharat,1,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Aiemann Zahabi,0.0,12 of 38,31%,12 of 38,---,0.0,0.0,0:00,Aiemann Zahabi,12 of 38,31%,5 of 27,3 of 4,4 of 7,12 of 38,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Javid Basharat,Aiemann Zahabi,0,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Javid Basharat,0.0,14 of 56,25%,14 of 56,---,0.0,0.0,0:00,Javid Basharat,14 of 56,25%,4 of 35,7 of 15,3 of 6,14 of 56,0 of 0,0 of 0
Christian Leroy Duncan,Claudio Ribeiro,1,Middleweight,0,KO/TKO,2,1:57,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Christian Leroy Duncan,0.0,41 of 61,67%,48 of 70,---,0.0,0.0,0:59,Christian Leroy Duncan,41 of 61,67%,16 of 34,8 of 9,17 of 18,29 of 46,12 of 15,0 of 0,,,,,,,,,,,,,,,,,,
Claudio Ribeiro,Christian Leroy Duncan,0,Middleweight,0,KO/TKO,2,1:57,3_Rnd_(5-5-5),Mark_Smith,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Claudio Ribeiro,0.0,3 of 20,15%,12 of 33,---,0.0,0.0,0:44,Claudio Ribeiro,3 of 20,15%,1 of 14,1 of 3,1 of 3,3 of 18,0 of 2,0 of 0
Ludovit Klein,AJ Cunningham,1,Lightweight,0,KO/TKO,1,4:36,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Ludovit Klein,1.0,60 of 91,65%,63 of 95,66%,0.0,0.0,0:27,Ludovit Klein,60 of 91,65%,38 of 66,21 of 23,1 of 2,54 of 84,2 of 2,4 of 5,,,,,,,,,,,,,,,,,,
AJ Cunningham,Ludovit Klein,0,Lightweight,0,KO/TKO,1,4:36,3_Rnd_(5-5-5),Keith_Peterson,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,AJ Cunningham,0.0,36 of 75,48%,36 of 77,---,0.0,0.0,0:26,AJ Cunningham,36 of 75,48%,15 of 49,10 of 14,11 of 12,34 of 72,2 of 3,0 of 0
Abdul-Kareem Al-Selwady,Loik Radzhabov,0,Lightweight,0,KO/TKO,3,0:49,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",Abdul-Kareem Al-Selwady,0.0,12 of 26,46%,17 of 33,0%,0.0,0.0,1:00,Abdul-Kareem Al-Selwady,12 of 26,46%,4 of 11,4 of 6,4 of 9,11 of 24,1 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Loik Radzhabov,Abdul-Kareem Al-Selwady,1,Lightweight,0,KO/TKO,3,0:49,3_Rnd_(5-5-5),Chris_Tognoni,"Date:March 02, 2024","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Loik Radzhabov,0.0,14 of 35,40%,25 of 49,100%,0.0,0.0,1:19,Loik Radzhabov,14 of 35,40%,13 of 29,1 of 4,0 of 2,4 of 21,2 of 2,8 of 12
Brandon Moreno,Brandon Royval,0,Flyweight,0,Decision - Split,5,5:00,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Brandon Moreno,0.0,15 of 23,65%,15 of 23,---,0.0,0.0,0:00,Brandon Moreno,15 of 23,65%,6 of 12,5 of 5,4 of 6,14 of 21,1 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Brandon Royval,Brandon Moreno,1,Flyweight,0,Decision - Split,5,5:00,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Brandon Royval,0.0,12 of 43,27%,12 of 43,---,0.0,0.0,0:00,Brandon Royval,12 of 43,27%,6 of 31,5 of 8,1 of 4,11 of 42,1 of 1,0 of 0
Yair Rodriguez,Brian Ortega,0,Featherweight,0,Submission,3,0:58,5_Rnd_(5-5-5-5-5),Marc_Goddard,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Yair Rodriguez,1.0,45 of 91,49%,50 of 102,0%,0.0,0.0,1:32,Yair Rodriguez,45 of 91,49%,28 of 69,10 of 14,7 of 8,24 of 62,9 of 12,12 of 17,,,,,,,,,,,,,,,,,,
Brian Ortega,Yair Rodriguez,1,Featherweight,0,Submission,3,0:58,5_Rnd_(5-5-5-5-5),Marc_Goddard,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Brian Ortega,0.0,6 of 28,21%,7 of 30,50%,0.0,0.0,0:42,Brian Ortega,6 of 28,21%,5 of 27,1 of 1,0 of 0,6 of 28,0 of 0,0 of 0
Daniel Zellhuber,Francisco Prado,1,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Daniel Zellhuber,0.0,27 of 60,45%,27 of 60,---,0.0,0.0,0:05,Daniel Zellhuber,27 of 60,45%,14 of 41,9 of 15,4 of 4,27 of 59,0 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Francisco Prado,Daniel Zellhuber,0,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mike_Beltran,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Francisco Prado,0.0,29 of 73,39%,29 of 75,---,0.0,0.0,0:25,Francisco Prado,29 of 73,39%,12 of 50,5 of 7,12 of 16,27 of 71,2 of 2,0 of 0
Yazmin Jauregui,Sam Hughes,1,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Yazmin Jauregui,0.0,28 of 88,31%,29 of 89,---,0.0,0.0,0:00,Yazmin Jauregui,28 of 88,31%,16 of 65,8 of 14,4 of 9,22 of 78,6 of 10,0 of 0,,,,,,,,,,,,,,,,,,
Sam Hughes,Yazmin Jauregui,0,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Sam Hughes,0.0,19 of 47,40%,21 of 52,0%,0.0,0.0,0:05,Sam Hughes,19 of 47,40%,11 of 36,3 of 6,5 of 5,19 of 47,0 of 0,0 of 0
Manuel Torres,Chris Duncan,1,Lightweight,0,Submission,1,1:46,3_Rnd_(5-5-5),Mike_Beltran,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Manuel Torres,0.0,3 of 5,60%,5 of 7,100%,1.0,0.0,0:42,Manuel Torres,3 of 5,60%,2 of 4,1 of 1,0 of 0,0 of 2,2 of 2,1 of 1,,,,,,,,,,,,,,,,,,
Chris Duncan,Manuel Torres,0,Lightweight,0,Submission,1,1:46,3_Rnd_(5-5-5),Mike_Beltran,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Chris Duncan,0.0,1 of 2,50%,1 of 2,33%,0.0,0.0,0:40,Chris Duncan,1 of 2,50%,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
Cristian Quinonez,Raoni Barcelos,0,Bantamweight,0,Submission,3,2:04,3_Rnd_(5-5-5),Bladimir_Puga,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Cristian Quinonez,0.0,4 of 20,20%,17 of 35,33%,0.0,0.0,3:13,Cristian Quinonez,4 of 20,20%,2 of 17,1 of 2,1 of 1,3 of 17,1 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Raoni Barcelos,Cristian Quinonez,1,Bantamweight,0,Submission,3,2:04,3_Rnd_(5-5-5),Bladimir_Puga,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",,,,,,,,,,,,,,,,,,,Raoni Barcelos,0.0,12 of 16,75%,13 of 18,20%,0.0,0.0,0:19,Raoni Barcelos,12 of 16,75%,7 of 11,1 of 1,4 of 4,11 of 14,1 of 2,0 of 0
Jesus Aguilar,Mateus Mendonca,1,Flyweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Fernando_Salas_Navarro,"Date:February 24, 2024","Location:Mexico City, Distrito Federal, Mexico",Jesus Aguilar,0.0,7 of 11,63%,14 of 22,0%,0.0,1.0,2:51,Jesus Aguilar,7 of 11,63%,2 of 5,2 of 2,3 of 4,2 of 3,3 of 4,2 of 4,,,,,,,,,,,,,,,,,,
